WARNING: SYSTEM:App name: SDL Application
WARNING: SYSTEM:App version: <unspecified>
WARNING: SYSTEM:App ID: <unspecified>
WARNING: SYSTEM:SDL revision: release-3.2.16-0-gc9a6709bd (libsdl.org)
WARNING: RENDER:Created renderer: metal
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Leather_Armor with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG REGISTRY: get_weapon('shortbow') -> reach=8, two_handed=False
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 43)
DEBUG: Pathfinding active, remaining steps: 1
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=36.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=63.7
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=65.1
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=43.1
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=45.5
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=91.8
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=99.3
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=98.7
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=55.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=55.9
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=15.3
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=50.4
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=46.8
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=35.6
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=51.7
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=38.9
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=23.3
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=100.6
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=102.6
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=30.5
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=29.2
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=97.7
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=96.3
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=35.8
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=31.4
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=49.2
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=29.0
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=100.5
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
WARNING: PROCESS_ACTIONS: mouse_action = {'left_click': (42, 52)}
WARNING: Mouse action type: left_click, value: (42, 52), has handler: True
WARNING: Calling mouse handler for left_click
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 44)
DEBUG: Pathfinding active, remaining steps: 8
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=35.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=63.0
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=64.4
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=42.4
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=44.8
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=91.6
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=99.6
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=99.0
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=54.1
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=55.0
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=14.3
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=50.7
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=47.5
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=36.2
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=50.7
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=38.5
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=22.4
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=101.1
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=103.0
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=31.2
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=30.0
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=97.6
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=96.2
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=36.2
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=32.2
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=48.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=29.7
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=100.8
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 45)
DEBUG: Pathfinding active, remaining steps: 7
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=34.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=62.3
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=63.7
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=41.8
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=44.2
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=91.4
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=99.9
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=99.4
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=53.2
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=54.1
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=13.3
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=51.0
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=48.3
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=36.9
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=49.7
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=38.1
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=21.4
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=101.5
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=103.4
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=32.0
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=30.8
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=97.5
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=96.0
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=36.7
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=33.1
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=47.4
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=30.5
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=101.2
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 46)
DEBUG: Pathfinding active, remaining steps: 6
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=33.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=61.6
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=63.0
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=41.1
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=43.6
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=91.2
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=100.2
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=99.7
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=52.4
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=53.2
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=12.4
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=51.2
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=49.0
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=37.5
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=48.8
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=37.7
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=20.4
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=102.0
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=103.8
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=32.8
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=31.6
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=97.4
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=95.9
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=37.2
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=34.0
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=46.5
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=31.2
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=101.6
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 47)
DEBUG: Pathfinding active, remaining steps: 5
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=32.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=61.0
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=62.3
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=40.5
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=43.0
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=91.1
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=100.6
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=100.1
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=51.5
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=52.4
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=11.4
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=51.5
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=49.8
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=38.2
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=47.8
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=37.3
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=19.4
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=102.4
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=104.2
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=33.6
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=32.4
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=97.3
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=95.8
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=37.7
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=34.9
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=45.7
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=32.0
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=102.0
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 48)
DEBUG: Pathfinding active, remaining steps: 4
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=31.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=60.3
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=61.6
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=39.8
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=42.4
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=90.9
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=100.9
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=100.5
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=50.6
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=51.5
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=10.4
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=51.9
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=50.6
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=38.9
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=46.8
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=37.0
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=18.4
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=102.9
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=104.7
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=34.4
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=33.3
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=97.3
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=95.6
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=38.3
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=35.8
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=44.8
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=32.8
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=102.5
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 49)
DEBUG: Pathfinding active, remaining steps: 3
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=30.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=59.7
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=61.0
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=39.2
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=41.9
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=90.8
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=101.2
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=100.8
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=49.7
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=50.6
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=9.5
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=52.2
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=51.4
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=39.6
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=45.9
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=36.7
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=17.5
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=103.4
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=105.1
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=35.2
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=34.1
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=97.2
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=95.5
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=38.8
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=36.7
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=43.9
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=33.6
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=102.9
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 50)
DEBUG: Pathfinding active, remaining steps: 2
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=29.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=59.0
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=60.3
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=38.6
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=41.3
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=90.7
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=101.6
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=101.2
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=48.9
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=49.7
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=8.5
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=52.6
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=52.2
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=40.3
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=44.9
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=36.4
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=16.5
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=103.8
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=105.5
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=36.1
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=35.0
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=97.1
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=95.4
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=39.4
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=37.6
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=43.0
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=34.4
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=103.3
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 51)
DEBUG: Pathfinding active, remaining steps: 1
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=28.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=58.4
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=59.7
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=38.0
